 
../data/Freescale2.mtx,1,static,1
198,,cpu_core/LLC-misses/u,196867991,97.00,17.52,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
675448932,,cpu_core/L1-dcache-loads/u,163024582,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
15429,,cpu_core/L1-dcache-load-misses/u,163024582,100.00,0.00,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
1275,,cpu_core/LLC-loads/u,163024582,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
267,,cpu_core/LLC-misses/u,163024582,100.00,20.94,of all LL-cache accesses
../data/Freescale2.mtx,2,static,100
./spmv_benchmark: Interrupt
439162747,,cpu_atom/L1-dcache-loads/u,8130572,4.00,,
674779300,,cpu_core/L1-dcache-loads/u,154603517,95.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
13263,,cpu_core/L1-dcache-load-misses/u,154603517,95.00,0.00,of all L1-dcache accesses
17753,,cpu_atom/LLC-loads/u,8130572,4.00,,
857,,cpu_core/LLC-loads/u,154603517,95.00,,
0,,cpu_atom/LLC-misses/u,8130572,4.00,,
143,,cpu_core/LLC-misses/u,154603517,95.00,16.69,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
1255212650,,cpu_core/L1-dcache-loads/u,300110932,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
21074,,cpu_core/L1-dcache-load-misses/u,300110932,100.00,0.00,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
1856,,cpu_core/LLC-loads/u,300110932,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
376,,cpu_core/LLC-misses/u,300110932,100.00,20.26,of all LL-cache accesses
./spmv_benchmark: Interrupt
529304419,,cpu_atom/L1-dcache-loads/u,5884650,3.00,,
718408826,,cpu_core/L1-dcache-loads/u,163943483,96.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
12936,,cpu_core/L1-dcache-load-misses/u,163943483,96.00,0.00,of all L1-dcache accesses
24588,,cpu_atom/LLC-loads/u,5884650,3.00,,
1031,,cpu_core/LLC-loads/u,163943483,96.00,,
0,,cpu_atom/LLC-misses/u,5884650,3.00,,
109,,cpu_core/LLC-misses/u,163943483,96.00,10.57,of all LL-cache accesses
./spmv_benchmark: Interrupt
1170342219,,cpu_atom/L1-dcache-loads/u,14950221,2.00,,
2490238329,,cpu_core/L1-dcache-loads/u,576443525,97.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
33667,,cpu_core/L1-dcache-load-misses/u,576443525,97.00,0.00,of all L1-dcache accesses
41812,,cpu_atom/LLC-loads/u,14950221,2.00,,
3123,,cpu_core/LLC-loads/u,576443525,97.00,,
0,,cpu_atom/LLC-misses/u,14950221,2.00,,
713,,cpu_core/LLC-misses/u,576443525,97.00,22.83,of all LL-cache accesses
./spmv_benchmark: Interrupt
6565855,,cpu_atom/L1-dcache-loads/u,719342,2.00,,
111854181,,cpu_core/L1-dcache-loads/u,27089091,97.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
5255,,cpu_core/L1-dcache-load-misses/u,27089091,97.00,0.00,of all L1-dcache accesses
34173,,cpu_atom/LLC-loads/u,719342,2.00,,
238,,cpu_core/LLC-loads/u,27089091,97.00,,
0,,cpu_atom/LLC-misses/u,719342,2.00,,
8,,cpu_core/LLC-misses/u,27089091,97.00,3.36,of all LL-cache accesses
../data/Freescale2.mtx,2,static,1000
./spmv_benchmark: Interrupt
74221072,,cpu_atom/L1-dcache-loads/u,8362785,26.00,,
136154235,,cpu_core/L1-dcache-loads/u,23346901,73.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
4725,,cpu_core/L1-dcache-load-misses/u,23346901,73.00,0.00,of all L1-dcache accesses
2949,,cpu_atom/LLC-loads/u,8362785,26.00,,
224,,cpu_core/LLC-loads/u,23346901,73.00,,
0,,cpu_atom/LLC-misses/u,8362785,26.00,,
70,,cpu_core/LLC-misses/u,23346901,73.00,31.25,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
119295422,,cpu_core/L1-dcache-loads/u,28003893,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6714,,cpu_core/L1-dcache-load-misses/u,28003893,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
646,,cpu_core/LLC-loads/u,28003893,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
234,,cpu_core/LLC-misses/u,28003893,100.00,36.22,of all LL-cache accesses
./spmv_benchmark: Interrupt
653220,,cpu_atom/L1-dcache-loads/u,248227,0.00,,
105410099,,cpu_core/L1-dcache-loads/u,26307113,99.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6171,,cpu_core/L1-dcache-load-misses/u,26307113,99.00,0.01,of all L1-dcache accesses
11660,,cpu_atom/LLC-loads/u,248227,0.00,,
886,,cpu_core/LLC-loads/u,26307113,99.00,,
0,,cpu_atom/LLC-misses/u,248227,0.00,,
143,,cpu_core/LLC-misses/u,26307113,99.00,16.14,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
135971561,,cpu_core/L1-dcache-loads/u,32529837,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7980,,cpu_core/L1-dcache-load-misses/u,32529837,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
671,,cpu_core/LLC-loads/u,32529837,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
67,,cpu_core/LLC-misses/u,32529837,100.00,9.99,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
118786060,,cpu_core/L1-dcache-loads/u,29324349,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7491,,cpu_core/L1-dcache-load-misses/u,29324349,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
579,,cpu_core/LLC-loads/u,29324349,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
139,,cpu_core/LLC-misses/u,29324349,100.00,24.01,of all LL-cache accesses
../data/Freescale2.mtx,2,static,10000
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
118461173,,cpu_core/L1-dcache-loads/u,29099096,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7632,,cpu_core/L1-dcache-load-misses/u,29099096,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
603,,cpu_core/LLC-loads/u,29099096,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
99,,cpu_core/LLC-misses/u,29099096,100.00,16.42,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
126990223,,cpu_core/L1-dcache-loads/u,29973406,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7826,,cpu_core/L1-dcache-load-misses/u,29973406,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
681,,cpu_core/LLC-loads/u,29973406,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
157,,cpu_core/LLC-misses/u,29973406,100.00,23.05,of all LL-cache accesses
./spmv_benchmark: Interrupt
59630902,,cpu_atom/L1-dcache-loads/u,928405,3.00,,
121532774,,cpu_core/L1-dcache-loads/u,28751849,96.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
4924,,cpu_core/L1-dcache-load-misses/u,28751849,96.00,0.00,of all L1-dcache accesses
32352,,cpu_atom/LLC-loads/u,928405,3.00,,
156,,cpu_core/LLC-loads/u,28751849,96.00,,
0,,cpu_atom/LLC-misses/u,928405,3.00,,
1,,cpu_core/LLC-misses/u,28751849,96.00,0.64,of all LL-cache accesses
./spmv_benchmark: Interrupt
40811506,,cpu_atom/L1-dcache-loads/u,981447,3.00,,
116878353,,cpu_core/L1-dcache-loads/u,25383772,96.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6633,,cpu_core/L1-dcache-load-misses/u,25383772,96.00,0.01,of all L1-dcache accesses
2202,,cpu_atom/LLC-loads/u,981447,3.00,,
566,,cpu_core/LLC-loads/u,25383772,96.00,,
0,,cpu_atom/LLC-misses/u,981447,3.00,,
133,,cpu_core/LLC-misses/u,25383772,96.00,23.50,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
132548316,,cpu_core/L1-dcache-loads/u,31635622,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7716,,cpu_core/L1-dcache-load-misses/u,31635622,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
707,,cpu_core/LLC-loads/u,31635622,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
93,,cpu_core/LLC-misses/u,31635622,100.00,13.15,of all LL-cache accesses
../data/Freescale2.mtx,2,dynamic,1
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
115423708,,cpu_core/L1-dcache-loads/u,28810833,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6354,,cpu_core/L1-dcache-load-misses/u,28810833,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
577,,cpu_core/LLC-loads/u,28810833,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
162,,cpu_core/LLC-misses/u,28810833,100.00,28.08,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
130401392,,cpu_core/L1-dcache-loads/u,29726828,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7770,,cpu_core/L1-dcache-load-misses/u,29726828,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
639,,cpu_core/LLC-loads/u,29726828,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
166,,cpu_core/LLC-misses/u,29726828,100.00,25.98,of all LL-cache accesses
./spmv_benchmark: Interrupt
31672735,,cpu_atom/L1-dcache-loads/u,295127,0.00,,
126018084,,cpu_core/L1-dcache-loads/u,29388080,99.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7506,,cpu_core/L1-dcache-load-misses/u,29388080,99.00,0.01,of all L1-dcache accesses
15086,,cpu_atom/LLC-loads/u,295127,0.00,,
699,,cpu_core/LLC-loads/u,29388080,99.00,,
0,,cpu_atom/LLC-misses/u,295127,0.00,,
215,,cpu_core/LLC-misses/u,29388080,99.00,30.76,of all LL-cache accesses
./spmv_benchmark: Interrupt
2576400,,cpu_atom/L1-dcache-loads/u,751307,2.00,,
112511432,,cpu_core/L1-dcache-loads/u,27532214,97.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
3619,,cpu_core/L1-dcache-load-misses/u,27532214,97.00,0.00,of all L1-dcache accesses
32036,,cpu_atom/LLC-loads/u,751307,2.00,,
278,,cpu_core/LLC-loads/u,27532214,97.00,,
0,,cpu_atom/LLC-misses/u,751307,2.00,,
9,,cpu_core/LLC-misses/u,27532214,97.00,3.24,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
134298884,,cpu_core/L1-dcache-loads/u,31653739,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
7780,,cpu_core/L1-dcache-load-misses/u,31653739,100.00,0.01,of all L1-dcache accesses
<not counted>,,cpu_atom/LLC-loads/u,0,0.00,,
663,,cpu_core/LLC-loads/u,31653739,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
237,,cpu_core/LLC-misses/u,31653739,100.00,35.75,of all LL-cache accesses
../data/Freescale2.mtx,2,dynamic,10
./spmv_benchmark: Interrupt
16422430,,cpu_atom/L1-dcache-loads/u,977376,3.00,,
108045613,,cpu_core/L1-dcache-loads/u,25869323,96.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
4204,,cpu_core/L1-dcache-load-misses/u,25869323,96.00,0.00,of all L1-dcache accesses
25243,,cpu_atom/LLC-loads/u,977376,3.00,,
185,,cpu_core/LLC-loads/u,25869323,96.00,,
0,,cpu_atom/LLC-misses/u,977376,3.00,,
8,,cpu_core/LLC-misses/u,25869323,96.00,4.32,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
121782245,,cpu_core/L1-dcache-loads/u,27964881,100.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
